CC Task Create Date,CC Order ID,CC Task ID,SKU ID,Location ID,CC Task Status,CC Task Create Time,CC Task Finish Time,Source From,CC Task Stage,SKU Diff Order,On Hand Qty,Scanned Qty,Diff Qty,Diff Qty (ABS)
2026-05-03,CCBRFPE12605030012,CCTBRFPE12605030014,29025974443_233794896756,BRFPE1-HS36-01-28-1-002,DONE,2026-05-03 00:08:21,2026-05-03 00:09:16,ManualCreation,1,N,3,3,0,0
2026-05-03,CCBRFPE12605030013,CCTBRFPE12605030017,42822329416_276816740094,BRFPE1-A2-23-01-2-003,DONE,2026-05-03 00:09:23,2026-05-03 00:43:57,OBPicking,1,N,1,1,0,0
2026-05-03,CCBRFPE12605030014,CCTBRFPE12605030018,26981294089_198364203140,BRFPE1-HS37-01-24-2-002,DONE,2026-05-03 00:09:25,2026-05-03 00:09:39,ManualCreation,1,N,5,5,0,0
2026-05-03,CCBRFPE12605030015,CCTBRFPE12605030019,49802258205_310217579024,BRFPE1-HS36-01-28-2-002,DONE,2026-05-03 00:09:32,2026-05-03 00:10:10,ManualCreation,1,N,3,3,0,0
2026-05-03,CCBRFPE12605030016,CCTBRFPE12605030020,40861656141_270977611105,BRFPE1-HS37-01-26-1-001,DONE,2026-05-03 00:09:44,2026-05-03 00:10:31,ManualCreation,1,N,8,8,0,0
2026-05-03,CCBRFPE12605030016,CCTBRFPE12605030020,40807572672_275643682473,BRFPE1-HS37-01-26-1-001,DONE,2026-05-03 00:09:44,2026-05-03 00:10:31,ManualCreation,1,N,4,4,0,0
2026-05-03,CCBRFPE12605030016,CCTBRFPE12605030020,29226843302_252684557417,BRFPE1-HS37-01-26-1-001,DONE,2026-05-03 00:09:44,2026-05-03 00:10:31,ManualCreation,1,N,3,3,0,0
2026-05-03,CCBRFPE12605030017,CCTBRFPE12605030021,28335460245_177156820325,BRFPE1-A2-14-01-2-215,DONE,2026-05-03 00:10:02,2026-05-03 00:40:59,OBPicking,1,N,2,2,0,0
2026-05-03,CCBRFPE12605030018,CCTBRFPE12605030022,40506320900_271200869647,BRFPE1-HS36-01-28-1-001,DONE,2026-05-03 00:10:15,2026-05-03 00:11:50,ManualCreation,1,N,2,2,0,0
2026-05-03,CCBRFPE12605030018,CCTBRFPE12605030022,29491174839_271458220905,BRFPE1-HS36-01-28-1-001,DONE,2026-05-03 00:10:15,2026-05-03 00:11:50,ManualCreation,1,N,3,3,0,0
2026-05-03,CCBRFPE12605030018,CCTBRFPE12605030022,26239080479_270836840623,BRFPE1-HS36-01-28-1-001,DONE,2026-05-03 00:10:15,2026-05-03 00:11:50,ManualCreation,1,N,3,3,0,0
2026-05-03,CCBRFPE12605030018,CCTBRFPE12605030022,44460361534_285871088258,BRFPE1-HS36-01-28-1-001,DONE,2026-05-03 00:10:15,2026-05-03 00:11:50,ManualCreation,1,N,1,1,0,0
2026-05-03,CCBRFPE12605030018,CCTBRFPE12605030022,26992035370_296699847186,BRFPE1-HS36-01-28-1-001,DONE,2026-05-03 00:10:15,2026-05-03 00:11:50,ManualCreation,1,N,1,1,0,0
2026-05-03,CCBRFPE12605030019,CCTBRFPE12605030023,44315202297_291257174317,BRFPE1-HS37-01-26-2-001,DONE,2026-05-03 00:10:46,2026-05-03 00:11:02,ManualCreation,1,N,3,3,0,0
2026-05-03,CCBRFPE12605030020,CCTBRFPE12605030024,41319781170_296618104207,BRFPE1-HS37-01-26-2-002,DONE,2026-05-03 00:11:06,2026-05-03 00:11:29,ManualCreation,1,N,3,3,0,0
2026-05-03,CCBRFPE12605030021,CCTBRFPE12605030025,29530049157_310652788449,BRFPE1-HS37-01-26-1-002,DONE,2026-05-03 00:11:34,2026-05-03 00:12:19,ManualCreation,1,N,1,1,0,0
2026-05-03,CCBRFPE12605030021,CCTBRFPE12605030025,29232579900_167096675780,BRFPE1-HS37-01-26-1-002,DONE,2026-05-03 00:11:34,2026-05-03 00:12:19,ManualCreation,1,N,8,8,0,0
2026-05-03,CCBRFPE12605030021,CCTBRFPE12605030025,52906702462_99260549569,BRFPE1-HS37-01-26-1-002,DONE,2026-05-03 00:11:34,2026-05-03 00:12:19,ManualCreation,1,N,2,2,0,0
2026-05-03,CCBRFPE12605030022,CCTBRFPE12605030029,29534808450_218467142968,BRFPE1-HS36-01-28-2-001,DONE,2026-05-03 00:12:41,2026-05-03 07:26:18,ManualCreation,2,N,1,1,0,0
2026-05-03,CCBRFPE12605030022,CCTBRFPE12605030026,48300229851_277093855119,BRFPE1-HS36-01-28-2-001,DONE,2026-05-03 00:11:59,2026-05-03 00:12:41,ManualCreation,1,N,1,1,0,0
2026-05-03,CCBRFPE12605030022,CCTBRFPE12605030026,57455912639_325535062294,BRFPE1-HS36-01-28-2-001,DONE,2026-05-03 00:11:59,2026-05-03 00:12:41,ManualCreation,1,N,8,8,0,0
2026-05-03,CCBRFPE12605030022,CCTBRFPE12605030026,29534808450_218467142968,BRFPE1-HS36-01-28-2-001,DONE,2026-05-03 00:11:59,2026-05-03 00:12:41,ManualCreation,1,Y,1,0,-1,1
2026-05-03,CCBRFPE12605030023,CCTBRFPE12605030028,41106320847_305529506163,BRFPE1-HS37-01-28-1-001,DONE,2026-05-03 00:12:24,2026-05-03 00:13:04,ManualCreation,1,N,2,2,0,0
2026-05-03,CCBRFPE12605030023,CCTBRFPE12605030028,53806335482_335572486097,BRFPE1-HS37-01-28-1-001,DONE,2026-05-03 00:12:24,2026-05-03 00:13:04,ManualCreation,1,N,9,9,0,0
2026-05-03,CCBRFPE12605030023,CCTBRFPE12605030028,25442800868_159075866198,BRFPE1-HS37-01-28-1-001,DONE,2026-05-03 00:12:24,2026-05-03 00:13:04,ManualCreation,1,N,3,3,0,0
2026-05-03,CCBRFPE12605030024,CCTBRFPE12605030030,26331898656_177084008972,BRFPE1-HS36-01-26-1-002,DONE,2026-05-03 00:12:50,2026-05-03 00:13:22,ManualCreation,1,Y,7,0,-7,7
2026-05-03,CCBRFPE12605030024,CCTBRFPE12605030032,26792556986_296850074005,BRFPE1-HS36-01-26-1-002,DONE,2026-05-03 00:13:22,2026-05-03 07:29:26,ManualCreation,2,Y,1,0,-1,1
2026-05-03,CCBRFPE12605030024,CCTBRFPE12605030030,28282456860_227640575294,BRFPE1-HS36-01-26-1-002,DONE,2026-05-03 00:12:50,2026-05-03 00:13:22,ManualCreation,1,Y,6,0,-6,6
2026-05-03,CCBRFPE12605030024,CCTBRFPE12605030032,48554426352_380413131032,BRFPE1-HS36-01-26-1-002,DONE,2026-05-03 00:13:22,2026-05-03 07:29:26,ManualCreation,2,N,17,17,0,0
2026-05-03,CCBRFPE12605030024,CCTBRFPE12605030030,26685730088_253356100785,BRFPE1-HS36-01-26-1-002,DONE,2026-05-03 00:12:50,2026-05-03 00:13:22,ManualCreation,1,N,3,3,0,0
2026-05-03,CCBRFPE12605030024,CCTBRFPE12605030030,45455656067_370581150913,BRFPE1-HS36-01-26-1-002,DONE,2026-05-03 00:12:50,2026-05-03 00:13:22,ManualCreation,1,N,1,1,0,0
2026-05-03,CCBRFPE12605030024,CCTBRFPE12605030032,26331898656_177084008972,BRFPE1-HS36-01-26-1-002,DONE,2026-05-03 00:13:22,2026-05-03 07:29:26,ManualCreation,2,Y,7,0,-7,7
2026-05-03,CCBRFPE12605030024,CCTBRFPE12605030030,51956395622_360580007906,BRFPE1-HS36-01-26-1-002,DONE,2026-05-03 00:12:50,2026-05-03 00:13:22,ManualCreation,1,N,3,3,0,0
2026-05-03,CCBRFPE12605030024,CCTBRFPE12605030030,26792556986_296850074005,BRFPE1-HS36-01-26-1-002,DONE,2026-05-03 00:12:50,2026-05-03 00:13:22,ManualCreation,1,Y,1,0,-1,1
2026-05-03,CCBRFPE12605030024,CCTBRFPE12605030032,28282456860_227640575294,BRFPE1-HS36-01-26-1-002,DONE,2026-05-03 00:13:22,2026-05-03 07:29:26,ManualCreation,2,Y,6,0,-6,6
2026-05-03,CCBRFPE12605030025,CCTBRFPE12605030031,29642604603_216300602343,BRFPE1-HS37-01-28-2-002,DONE,2026-05-03 00:13:09,2026-05-03 00:13:39,ManualCreation,1,N,1,1,0,0
2026-05-03,CCBRFPE12605030025,CCTBRFPE12605030031,51607113567_425635145168,BRFPE1-HS37-01-28-2-002,DONE,2026-05-03 00:13:09,2026-05-03 00:13:39,ManualCreation,1,N,1,1,0,0
2026-05-03,CCBRFPE12605030026,CCTBRFPE12605030033,28282456860_227640575294,BRFPE1-HS36-01-26-2-002,DONE,2026-05-03 00:13:37,2026-05-03 00:15:38,ManualCreation,1,Y,19,25,6,6
2026-05-03,CCBRFPE12605030026,CCTBRFPE12605030033,43723383454_281902161528,BRFPE1-HS36-01-26-2-002,DONE,2026-05-03 00:13:37,2026-05-03 00:15:38,ManualCreation,1,Y,7,6,-1,1
2026-05-03,CCBRFPE12605030026,CCTBRFPE12605030036,28282456860_227640575294,BRFPE1-HS36-01-26-2-002,DONE,2026-05-03 00:15:38,2026-05-03 07:33:28,ManualCreation,2,Y,19,25,6,6
2026-05-03,CCBRFPE12605030026,CCTBRFPE12605030036,43723383454_281902161528,BRFPE1-HS36-01-26-2-002,DONE,2026-05-03 00:15:38,2026-05-03 07:33:28,ManualCreation,2,N,7,7,0,0
2026-05-03,CCBRFPE12605030026,CCTBRFPE12605030033,25741585060_223818391104,BRFPE1-HS36-01-26-2-002,DONE,2026-05-03 00:13:37,2026-05-03 00:15:38,ManualCreation,1,N,6,6,0,0
2026-05-03,CCBRFPE12605030027,CCTBRFPE12605030034,26487250811_300277181497,BRFPE1-HS37-01-28-1-002,DONE,2026-05-03 00:13:44,2026-05-03 00:15:25,ManualCreation,1,N,1,1,0,0
2026-05-03,CCBRFPE12605030027,CCTBRFPE12605030034,52904410338_420412994384,BRFPE1-HS37-01-28-1-002,DONE,2026-05-03 00:13:44,2026-05-03 00:15:25,ManualCreation,1,N,3,3,0,0
2026-05-03,CCBRFPE12605030027,CCTBRFPE12605030034,40214383522_301185697292,BRFPE1-HS37-01-28-1-002,DONE,2026-05-03 00:13:44,2026-05-03 00:15:25,ManualCreation,1,N,20,20,0,0
2026-05-03,CCBRFPE12605030028,CCTBRFPE12605030035,25292833552_118625280335,BRFPE1-HS37-01-30-1-001,DONE,2026-05-03 00:15:31,2026-05-03 00:15:46,ManualCreation,1,N,6,6,0,0
2026-05-03,CCBRFPE12605030029,CCTBRFPE12605030037,57353201730_440308764835,BRFPE1-HS36-01-26-2-001,DONE,2026-05-03 00:15:50,2026-05-03 00:17:00,ManualCreation,1,N,14,14,0,0
2026-05-03,CCBRFPE12605030030,CCTBRFPE12605030038,51507369178_400656247186,BRFPE1-HS37-01-30-1-002,DONE,2026-05-03 00:15:53,2026-05-03 00:16:24,ManualCreation,1,N,2,2,0,0
2026-05-03,CCBRFPE12605030030,CCTBRFPE12605030038,42365560384_296281777457,BRFPE1-HS37-01-30-1-002,DONE,2026-05-03 00:15:53,2026-05-03 00:16:24,ManualCreation,1,N,4,4,0,0
2026-05-03,CCBRFPE12605030031,CCTBRFPE12605030039,41161516634_196191239139,BRFPE1-HS37-01-23-2-002,DONE,2026-05-03 00:16:39,2026-05-03 00:16:58,ManualCreation,1,N,1,1,0,0
2026-05-03,CCBRFPE12605030031,CCTBRFPE12605030039,28991739234_218710237018,BRFPE1-HS37-01-23-2-002,DONE,2026-05-03 00:16:39,2026-05-03 00:16:58,ManualCreation,1,N,1,1,0,0
2026-05-03,CCBRFPE12605030032,CCTBRFPE12605030040,,BRFPE1-HS37-01-21-2-002,DONE,2026-05-03 00:17:03,2026-05-03 00:17:15,ManualCreation,1,N,0,0,0,0
2026-05-03,CCBRFPE12605030033,CCTBRFPE12605030041,27330305937_178797548290,BRFPE1-HS36-01-26-1-001,DONE,2026-05-03 00:17:10,2026-05-03 00:17:53,ManualCreation,1,Y,1,0,-1,1
2026-05-03,CCBRFPE12605030033,CCTBRFPE12605030043,27330305937_178797548290,BRFPE1-HS36-01-26-1-001,DONE,2026-05-03 00:17:53,2026-05-03 08:25:09,ManualCreation,2,N,1,1,0,0
2026-05-03,CCBRFPE12605030033,CCTBRFPE12605030041,40473413931_244006096447,BRFPE1-HS36-01-26-1-001,DONE,2026-05-03 00:17:10,2026-05-03 00:17:53,ManualCreation,1,N,2,2,0,0
2026-05-03,CCBRFPE12605030033,CCTBRFPE12605030043,26331898656_177084008972,BRFPE1-HS36-01-26-1-001,DONE,2026-05-03 00:17:53,2026-05-03 08:25:09,ManualCreation,2,N,8,8,0,0
2026-05-03,CCBRFPE12605030033,CCTBRFPE12605030041,26331898656_177084008972,BRFPE1-HS36-01-26-1-001,DONE,2026-05-03 00:17:10,2026-05-03 00:17:53,ManualCreation,1,Y,1,8,7,7
2026-05-03,CCBRFPE12605030033,CCTBRFPE12605030041,42510365398_265871712730,BRFPE1-HS36-01-26-1-001,DONE,2026-05-03 00:17:10,2026-05-03 00:17:53,ManualCreation,1,Y,2,0,-2,2
2026-05-03,CCBRFPE12605030033,CCTBRFPE12605030043,42510365398_265871712730,BRFPE1-HS36-01-26-1-001,DONE,2026-05-03 00:17:53,2026-05-03 08:25:09,ManualCreation,2,N,2,2,0,0
2026-05-03,CCBRFPE12605030034,CCTBRFPE12605030042,25340919623_118578839427,BRFPE1-HS37-01-23-2-001,DONE,2026-05-03 00:17:22,2026-05-03 00:18:10,ManualCreation,1,N,9,9,0,0
2026-05-03,CCBRFPE12605030035,CCTBRFPE12605030044,41875359755_108766659677,BRFPE1-HS37-01-17-2-002,DONE,2026-05-03 00:18:15,2026-05-03 00:19:45,ManualCreation,1,N,24,24,0,0
2026-05-03,CCBRFPE12605030036,CCTBRFPE12605030045,26981294089_198364203140,BRFPE1-HS36-01-29-2-002,DONE,2026-05-03 00:18:28,2026-05-03 00:19:26,ManualCreation,1,Y,18,16,-2,2
2026-05-03,CCBRFPE12605030036,CCTBRFPE12605030046,26981294089_198364203140,BRFPE1-HS36-01-29-2-002,DONE,2026-05-03 00:19:26,2026-05-03 00:59:39,ManualCreation,2,N,18,18,0,0
2026-05-03,CCBRFPE12605030037,CCTBRFPE12605030047,47406087554_400552724571,BRFPE1-HS36-01-29-2-001,DONE,2026-05-03 00:19:42,2026-05-03 00:19:53,ManualCreation,1,N,4,4,0,0
2026-05-03,CCBRFPE12605030038,CCTBRFPE12605030048,40024001020_266947211468,BRFPE1-HS36-01-27-2-002,DONE,2026-05-03 00:20:02,2026-05-03 00:20:33,ManualCreation,1,N,3,3,0,0
2026-05-03,CCBRFPE12605030039,CCTBRFPE12605030049,28530957983_188354133306,BRFPE1-HS37-01-01-2-001,DONE,2026-05-03 00:20:07,2026-05-03 00:20:38,ManualCreation,1,Y,7,9,2,2
2026-05-03,CCBRFPE12605030039,CCTBRFPE12605030050,28530957983_188354133306,BRFPE1-HS37-01-01-2-001,DONE,2026-05-03 00:20:38,2026-05-03 09:06:15,ManualCreation,2,N,7,7,0,0
2026-05-03,CCBRFPE12605030040,CCTBRFPE12605030051,49753231263_365308780120,BRFPE1-HS36-01-27-2-001,DONE,2026-05-03 00:20:41,2026-05-03 00:21:05,ManualCreation,1,N,1,1,0,0
2026-05-03,CCBRFPE12605030040,CCTBRFPE12605030051,27578653167_108610505805,BRFPE1-HS36-01-27-2-001,DONE,2026-05-03 00:20:41,2026-05-03 00:21:05,ManualCreation,1,N,1,1,0,0
2026-05-03,CCBRFPE12605030040,CCTBRFPE12605030051,28515177215_185489811592,BRFPE1-HS36-01-27-2-001,DONE,2026-05-03 00:20:41,2026-05-03 00:21:05,ManualCreation,1,N,1,1,0,0
2026-05-03,CCBRFPE12605030041,CCTBRFPE12605030052,42965913520_370478083715,BRFPE1-HS38-01-01-2-001,DONE,2026-05-03 00:20:47,2026-05-03 00:21:13,ManualCreation,1,N,11,11,0,0
2026-05-03,CCBRFPE12605030042,CCTBRFPE12605030053,41629638030_310708899294,BRFPE1-A2-25-01-1-146,DONE,2026-05-03 00:21:12,2026-05-03 00:45:27,OBPicking,1,N,1,1,0,0
2026-05-03,CCBRFPE12605030043,CCTBRFPE12605030054,57353201730_440308764835,BRFPE1-HS36-01-25-2-002,DONE,2026-05-03 00:21:13,2026-05-03 00:21:40,ManualCreation,1,N,3,3,0,0
2026-05-03,CCBRFPE12605030043,CCTBRFPE12605030054,26981294089_198364203140,BRFPE1-HS36-01-25-2-002,DONE,2026-05-03 00:21:13,2026-05-03 00:21:40,ManualCreation,1,N,3,3,0,0
2026-05-03,CCBRFPE12605030044,CCTBRFPE12605030055,55951233443_440112644457,BRFPE1-HS38-01-01-2-002,DONE,2026-05-03 00:21:19,2026-05-03 00:21:37,ManualCreation,1,N,4,4,0,0
2026-05-03,CCBRFPE12605030045,CCTBRFPE12605030056,43166848778_281391832102,BRFPE1-HS38-01-05-2-002,DONE,2026-05-03 00:21:41,2026-05-03 00:22:11,ManualCreation,1,N,1,1,0,0
2026-05-03,CCBRFPE12605030045,CCTBRFPE12605030056,53450128407_345011406483,BRFPE1-HS38-01-05-2-002,DONE,2026-05-03 00:21:41,2026-05-03 00:22:11,ManualCreation,1,N,14,14,0,0
2026-05-03,CCBRFPE12605030046,CCTBRFPE12605030057,43774834495_262012824824,BRFPE1-HS36-01-25-2-001,DONE,2026-05-03 00:21:45,2026-05-03 00:21:58,ManualCreation,1,N,4,4,0,0
2026-05-03,CCBRFPE12605030047,CCTBRFPE12605030058,48755436625_390493809020,BRFPE1-HS38-01-07-2-001,DONE,2026-05-03 00:22:18,2026-05-03 00:22:32,ManualCreation,1,N,10,10,0,0
2026-05-03,CCBRFPE12605030048,CCTBRFPE12605030059,26685730088_253356100785,BRFPE1-HS36-01-24-1-002,DONE,2026-05-03 00:22:19,2026-05-03 00:22:56,ManualCreation,1,Y,4,0,-4,4
2026-05-03,CCBRFPE12605030048,CCTBRFPE12605030154,26685730088_253356100785,BRFPE1-HS36-01-24-1-002,DONE,2026-05-03 01:24:25,2026-05-03 08:31:41,ManualCreation,3,N,4,4,0,0
2026-05-03,CCBRFPE12605030048,CCTBRFPE12605030061,26685730088_253356100785,BRFPE1-HS36-01-24-1-002,DONE,2026-05-03 00:22:56,2026-05-03 00:25:18,ManualCreation,2,Y,4,6,2,2
2026-05-03,CCBRFPE12605030048,CCTBRFPE12605030061,41106320847_305529506162,BRFPE1-HS36-01-24-1-002,DONE,2026-05-03 00:22:56,2026-05-03 00:25:18,ManualCreation,2,N,4,4,0,0
2026-05-03,CCBRFPE12605030048,CCTBRFPE12605030059,29491174839_271458220905,BRFPE1-HS36-01-24-1-002,DONE,2026-05-03 00:22:19,2026-05-03 00:22:56,ManualCreation,1,N,1,1,0,0
2026-05-03,CCBRFPE12605030048,CCTBRFPE12605030059,41106320847_305529506162,BRFPE1-HS36-01-24-1-002,DONE,2026-05-03 00:22:19,2026-05-03 00:22:56,ManualCreation,1,Y,4,5,1,1
2026-05-03,CCBRFPE12605030049,CCTBRFPE12605030060,51201347284_315122063963,BRFPE1-HS38-01-07-2-002,DONE,2026-05-03 00:22:38,2026-05-03 00:23:46,ManualCreation,1,N,3,3,0,0
2026-05-03,CCBRFPE12605030049,CCTBRFPE12605030060,25340919623_118578839427,BRFPE1-HS38-01-07-2-002,DONE,2026-05-03 00:22:38,2026-05-03 00:23:46,ManualCreation,1,N,16,16,0,0
2026-05-03,CCBRFPE12605030050,CCTBRFPE12605030062,,BRFPE1-HS36-01-24-1-001,DONE,2026-05-03 00:23:06,2026-05-03 00:24:20,ManualCreation,1,N,0,0,0,0
2026-05-03,CCBRFPE12605030051,CCTBRFPE12605030063,47850085718_254064012144,BRFPE1-HS38-01-09-2-001,DONE,2026-05-03 00:23:50,2026-05-03 00:24:31,ManualCreation,1,N,2,2,0,0
2026-05-03,CCBRFPE12605030051,CCTBRFPE12605030063,51400050457_335004581760,BRFPE1-HS38-01-09-2-001,DONE,2026-05-03 00:23:50,2026-05-03 00:24:31,ManualCreation,1,N,1,1,0,0
2026-05-03,CCBRFPE12605030052,CCTBRFPE12605030064,52305894778_415533989551,BRFPE1-HS36-01-01-2-001,DONE,2026-05-03 00:24:49,2026-05-03 00:25:04,ManualCreation,1,N,1,1,0,0
2026-05-03,CCBRFPE12605030053,CCTBRFPE12605030065,28231091915_243008740147,BRFPE1-A2-28-01-1-040,DONE,2026-05-03 00:24:53,2026-05-03 00:50:47,OBPicking,1,N,3,3,0,0
2026-05-03,CCBRFPE12605030054,CCTBRFPE12605030111,47500641466_440054094677,BRFPE1-A2-31-01-5-036,DONE,2026-05-03 00:53:37,2026-05-03 00:53:45,OBPicking,2,Y,1,0,-1,1
2026-05-03,CCBRFPE12605030054,CCTBRFPE12605030066,47500641466_440054094677,BRFPE1-A2-31-01-5-036,DONE,2026-05-03 00:24:54,2026-05-03 00:53:37,OBPicking,1,Y,1,0,-1,1
2026-05-03,CCBRFPE12605030055,CCTBRFPE12605030067,57750060725_435004582863,BRFPE1-HS36-01-01-2-002,DONE,2026-05-03 00:25:08,2026-05-03 00:27:13,ManualCreation,1,N,1,1,0,0
2026-05-03,CCBRFPE12605030055,CCTBRFPE12605030067,54802283703_292211477679,BRFPE1-HS36-01-01-2-002,DONE,2026-05-03 00:25:08,2026-05-03 00:27:13,ManualCreation,1,N,1,1,0,0
2026-05-03,CCBRFPE12605030055,CCTBRFPE12605030067,57452349885_430228741944,BRFPE1-HS36-01-01-2-002,DONE,2026-05-03 00:25:08,2026-05-03 00:27:13,ManualCreation,1,N,16,16,0,0
2026-05-03,CCBRFPE12605030056,CCTBRFPE12605030068,45455656067_370581150913,BRFPE1-HS36-01-24-2-002,DONE,2026-05-03 00:25:28,2026-05-03 00:26:06,ManualCreation,1,N,4,4,0,0
2026-05-03,CCBRFPE12605030056,CCTBRFPE12605030068,43267664817_234484026010,BRFPE1-HS36-01-24-2-002,DONE,2026-05-03 00:25:28,2026-05-03 00:26:06,ManualCreation,1,N,1,1,0,0
2026-05-03,CCBRFPE12605030057,CCTBRFPE12605030069,28626623075_198225442834,BRFPE1-HS36-01-24-2-001,DONE,2026-05-03 00:26:13,2026-05-03 00:28:03,ManualCreation,1,N,2,2,0,0
2026-05-03,CCBRFPE12605030057,CCTBRFPE12605030069,45455656067_425581178266,BRFPE1-HS36-01-24-2-001,DONE,2026-05-03 00:26:13,2026-05-03 00:28:03,ManualCreation,1,N,1,1,0,0
2026-05-03,CCBRFPE12605030057,CCTBRFPE12605030069,26981294089_198364203140,BRFPE1-HS36-01-24-2-001,DONE,2026-05-03 00:26:13,2026-05-03 00:28:03,ManualCreation,1,N,2,2,0,0
